Kod stacji,DsJelw05,DsLegZlotor,DsLubinMaj,DsNRudaSrebPArch,DsSwidRynekArch,DsWrocWie,KpCiechoTezniowa,KpSadlog,KpSwiecGruczno,KpSwiecKolejowa,KpTorunDziewulsk,KpWloclSielska,KpWolice,LbBialaPOrzechowa,LbDorohWIOS,LbLublinPiel,LbLublin_Sliwins_5,LbZamoscHrubieszowsk,LdKutnoWIOSMWilcza,LdLodzWSSEMWodna40,MpAndrycWSSEKrak1801,MpBochniWSSESoln0102,MpChrzanWSSEGrzy0301,MpKrakowWIOSAKra6117,MpKrakowWIOSPrad6115,MpKrakowWSSERPod6113,MpNoTargWSSESzaf1102,MpOswiecWSSEWiez1301,MpTarnowWSSEMosc6301,MpWielicWIOSNiep1904,MzCiechStrazacka,MzOstrolTargowa,MzWarszBernWoda,MzWarszKrucza,MzWarszZelazWSSE,OpKkozle243,OpOpole45p,OpPrud189p,PdBialyLegionowa8,PdLomzaKopernika16,PdSuwPulaski,PkJasloWIOSFlor,PkPrzemWIOSPDom,SkChecBiaZag,SkKielJagiel,SkOzarowMiec,SkOzarowOsWz,WmOlsztyWSSE_Zolnier,WpKonin31018,WpLeszno411000,WpPila5710111,WpPoznan63117,ZpGryfWiduchowa003,ZpSzczWSSESped6
Wskaźnik,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
5/30/2003 0:00,6.208,,42,,,46.9,,26.3,33,20,23,31.7,5,12,,27,33.9,45.4,48,90,2,11,6,60.375,36,11,5,18,,,36,44.5,46,21.9,,,,,,,,,,26,,,,12.6,,,,53,,47
5/31/2003 0:00,7.917,,33,,,32.7,,31.9,22,19,53,,,7,7.2,27,,38.8,52,77,,20,5,55.913,46,11,,8,,,21,30,54,36.6,,,,,,24.4,17.6,,,43,,,,10.1,,22,60,35,,26
6/1/2003 0:00,5.75,,16,,,31.5,,55.2,11,7,17,,,,5.2,22,27.6,21.6,,,10,15,6,44.417,27,,,4,,,7,14.7,31,11,,36,33,51,,30.3,14.1,,,31,,,,5.6,,8,,,,23
6/2/2003 0:00,7.167,97.5,33,,,48.3,,14.4,16,12,17,,43,19,,27,25.6,32.9,49,25,15,24,10,53.458,30,,15,1,,,24,33.8,61,32.9,,,,,,,,24,45,29,,20,20,12.3,,,36,,,33
6/3/2003 0:00,12,104.2,37,,,52.4,,22.1,22,18,22,,4,13,6.3,26,26.6,26.7,50,31,38,22,12,60.958,32,,9,6,,,15,33.6,40,22,,,,,,31.4,11.2,20,55,33,,27,17,24.1,47,30,48,,,43
6/4/2003 0:00,10.917,81.6,42,,,45.2,31.05,26.1,24,15,24,27.6,7,10,,26,28.3,35,10,31,28,20,10,69.792,33,,12,8,,,27,36.9,20,14.6,,,41,,,,,24,51,47,,25,20,20,,,61,43,,44
6/5/2003 0:00,9.25,76.3,48,,,32.8,,37.5,28,34,44,,7,21,7.7,42,39.5,40.7,,46,0,15,13,56.739,42,,6,11,,,35,31.3,25,21.9,,,,,,83.1,26.9,,,41,,32,36,19.9,39,8,60,27,,31
6/6/2003 0:00,6.708,,30,8.8,,45,27.62,17.2,,17,24,29,,9,,26,37.8,24,,30,20,9,6,65.5,46,,8,9,,,19,,20,18.3,,29,30,34,,,,,,37,,29,23,13.7,54,,,27,,21
6/7/2003 0:00,6.917,,21,13.77,,,,16.4,,15,31,,,12,7.9,32,28,27.6,,26,16,11,5,41.19,26,,45,13,,,28,,14,42.1,,,,,,34.9,14.7,,,20,,32,28,34.8,,24,40,30,,27
6/8/2003 0:00,8.75,,35,10.64,,,21.77,21.9,,20,33,,,11,,16,26.3,18.3,,,16,14,24,42.083,35,,10,27,,,25,,24,14.6,,,,,,,,,,37,,24,26,20.1,,,,16,,21
6/9/2003 0:00,6.375,100,33,7.88,,25.2,,27.4,,23,49,,3,17,6.7,31,32.3,16.5,,29,16,22,19,49.625,36,,9,51,,,27,,9,18.4,,,41,,,79.8,13.5,18,41,21,,39,29,22.2,,21,50,26,,14
6/10/2003 0:00,6.667,143.4,28,17.06,,31,0,22.2,,17,34,28.1,5,19,,32,32,29.3,54,32,9,20,18,45.13,34,,20,10,,,26,25.5,15,16.5,,,,,,,,24,43,38,,38,33,14.8,,,38,29,,23
6/11/2003 0:00,7.708,80.5,55,11.17,,36.2,,38.6,29,31,38,,3,12,4.6,29,37.5,25.5,53,38,7,9,11,55.917,35,,10,11,,,29,29.8,43,27.4,,30,37,56,,74.4,31.1,25,45,70,,33,29,20,,32,63,28,,23
6/12/2003 0:00,7.042,42.4,31,17.39,,23.7,15.26,19.7,,21,34,62.3,3,16,,37,38.9,27.2,64,38,7,14,11,52.667,36,,6,9,,,37,36.1,31,76.8,,,,,,,,,,32,,65,16,23.4,,,45,36,,23
6/13/2003 0:00,8,,18,7.89,,19.8,,15.4,,21,39,,2,9,5,23,30.1,19,44,23,44,9,5,45.292,30,,11,10,,,19,31.4,23,43.9,,,,,,56.2,14,,,79,,19,22,17.8,,23,,13,,17
6/14/2003 0:00,5.25,,29,13.57,,16.4,18.86,13.4,13,12,25,,,,,29,27.4,24.6,33,23,23,8,11,34.125,28,,,6,,,23,14.8,14,16.5,,,25,,,,,,,23,,32,17,11.1,,,32,28,,15
6/15/2003 0:00,5.542,,22,5.74,,21.3,,11.7,14,11,18,,,7,8.3,19,28.9,20.7,,,9,15,10,45.042,32,,,11,,,25,6.3,23,18.3,,,,,,43.5,13.9,,,21,,36,13,26.6,,22,,25,,16
6/16/2003 0:00,4.833,27.9,17,,,42.9,0,12.5,10,11,15,,30,3,,16,19.7,8.1,,17,23,15,11,53.182,25,,9,9,,,11,12.6,8,11,,27,31,40,,,,13,21,15,,14,,12.2,,,24,27,,23
6/17/2003 0:00,5.083,40.3,28,,,22.8,,10.9,11,10,17,,36,3,6.9,19,18.7,14.7,,19,,12,5,44.043,22,,8,7,,,16,25,20,5.5,,,,,,30.5,21.1,15,20,16,,,,10.4,20,16,,16,,18
6/18/2003 0:00,6.625,,,,,,8.69,12.7,12,8,16,54.9,29,,,15,31,,29,28,,11,13,63.625,32,,8,6,,,28,31.5,26,11,,,,,,,,,31,60,,,,13,,,,23,,20
6/19/2003 0:00,6.542,,,,,,,24.4,20,18,31,,29,,6.6,22,,,30,,,1,5,43.391,29,,5,8,,,26,,21,32.9,,,,,,38.5,25,,,47,,,,27.3,,19,49,20,,7
6/20/2003 0:00,2.75,,32,,,,10.58,10.4,,11,16,,24,,,15,,,23,25,5,1,5,37.217,18,,,3,,,12,16.9,38,16.5,,,,,,,,,,19,,,15,8.4,33,,,5,,5
6/21/2003 0:00,3.5,,30,,,,,9.2,,10,12,,,3,5.3,14,,,15,19,5,3,6,29.238,13,,,3,,,13,23,42,42.1,,14,15,29,,,10.5,,,7,,16,6,11.5,22,34,,11,,6
6/22/2003 0:00,3.083,,20,,,,19.86,7.4,,10,13,,,3,,14,,,26,,5,,5,28.792,15,,,1,,,14,,44,25.6,,,,,,,,,,8,,10,6,4.7,,,,13,,15
6/23/2003 0:00,6.375,58.8,24,,,23.6,,28,18,14,18,,18,6,5.6,22,22,18.7,48,33,7,4,5,47.833,26,,8,6,,,26,,23,25.6,,,,,,,29.8,17,,25,,16,17,8.3,,8,30,12,,14
6/24/2003 0:00,7.333,45.5,63,,,27.9,0,15.3,16,17,31,52.6,20,23,,29,29.4,28.2,43,27,1,8,11,52.174,31,,9,3,,,18,40.3,26,25.6,,,25,,,,,24,,25,,22,22,9.6,,,24,18,,8
6/25/2003 0:00,4.167,42.9,29,,,21.7,,7.1,8,9,13,,17,3,5.5,20,25.1,13.9,25,17,5,3,6,47.458,30,,5,8,,,9,14.6,25,21.9,,,,,,26.5,14.8,17,,17,,16,10,3.9,,1,,10,,10
6/26/2003 0:00,4.375,37.2,22,,,16.1,17.6,15.2,12,10,19,47.4,19,11,,20,19.2,11.6,32,24,14,4,6,41.708,21,,7,6,,,17,36.1,37,36.6,,14,18,30,,,,,,11,,14,13,27.1,34,,25,15,,17
6/27/2003 0:00,,,26,,,23.9,,17.2,17,17,31,,21,12,7.9,17,,11.6,44,22,19,15,10,53.043,12,,3,6,,,15,29.5,25,23.8,,,,,,32.4,23.9,,,18,,15,18,13.8,,23,,19,,18
6/28/2003 0:00,4.083,,28,,,42.5,10.02,12.4,15,16,23,,,,,16,,14.6,41,21,9,14,16,48.391,30,,7,9,,,12,23.3,30,22,,,,,,,,,,12,,21,18,9.6,,,,21,,13
6/29/2003 0:00,4.167,,29,,,21,,16.6,19,19,21,,,10,6.5,15,,26.8,42,,10,11,6,53.391,28,,10,4,,,13,32.3,21,29.3,,,,,,36.7,27.2,,,19,,17,14,4.6,32,7,45,8,,13
6/30/2003 0:00,6.583,12.4,36,,,30,20.77,18.4,22,21,30,,14,9,,32,,54,,33,2,14,18,60.417,35,,56,9,,,29,,27,25.6,,,,,,,,25,,27,,25,27,26.6,,,,15,,16
7/1/2003 0:00,7.5,45.3,20,,,17.7,,24.7,23,15,37,,8,11,6.1,31,33.5,36.8,27,44,17,,6,70.083,,,11,15,,,29,41.1,20,16.5,37,,20,34,,34.3,41.1,23,,,,29,27,3,25,41,12,26,,25
7/2/2003 0:00,4.833,33.1,25,,8,8.6,26.05,13.8,13,15,17,21.4,3,10,,17,22.2,43.2,26,31,10,,17,31.304,,,7,18,,,9,,27,38.4,18,,,,,,,15,,,,17,13,7.1,,,,24,,18
7/3/2003 0:00,4.333,37.3,22,,4,,,22.6,15,15,18,,3,8,8.3,17,23.5,24.8,34,27,24,,19,42.565,19,,8,20,,,13,,16,25.6,22,,,,,39.1,37.6,,,,,20,14,14.4,,,28,12,,18
7/4/2003 0:00,6,,21,,12,18.1,15.59,26.1,14,12,22,26.2,3,9,,20,22.8,21.3,17,24,,,5,42.136,14,,5,13,,,5,12.9,19,32.9,28,,,,,,,,,22,,39,24,10.5,,,,19,,11
7/5/2003 0:00,3.625,,12,,1,,,16.1,10,9,14,,,6,7.1,16,25.7,15.5,17,7,,,5,41.348,,,,13,,,7,,20,18.3,16,,,,,24.2,33.7,,,21,,16,16,10.2,26,,16,18,,13
7/6/2003 0:00,3.042,,7,,3,,16.65,6.8,11,10,11,,,,,11,15.8,9.7,26,9,,,6,26.292,,,,13,,,6,,18,9.1,12,,,21,,,,,,11,,7,3,7.7,,,,13,,15
7/7/2003 0:00,3.875,56.5,19,,9,15.3,,10.6,11,10,15,,16,7,7,17,19,14.1,26,15,12,,6,33.348,,,,15,,,5,,9,18.3,16,,,,,19.8,25.4,12,,18,,23,8,23.3,26,,17,21,,20
7/8/2003 0:00,8.875,33.1,29,,13,21.8,,10.8,16,17,13,,38,12,,20,19,22.9,31,18,7,,6,40.5,,,,15,60,,14,14.8,4,32.9,21,,24,,,,,16,,23,,12,11,21.5,,,,20,,26
7/9/2003 0:00,5.458,41.7,27,,19,25.3,,13.8,22,20,22,,26,9,7.8,16,22.9,18.9,28,18,11,,6,43.25,,,,18,46,,11,,19,47.6,22,,,,,30.5,23.8,17,,28,,21,12,20.1,,,,25,,20
7/10/2003 0:00,4.833,44.4,23,,10,14.1,,13.5,12,14,16,,30,,,18,22.9,18.5,26,7,32,,6,46.083,,,,13,150,,13,16.9,10,11,16,,,,,,,,,23,,34,14,15.3,,,,20,,33
7/11/2003 0:00,4.292,,43,,10,20.1,,19.7,15,15,17,,31,11,9.7,16,21.3,15.8,33,43,10,,26,52.739,,,,23,43,,14,14.8,14,29.3,29,,20,26,,21.4,28.2,,,19,,20,15,10.2,,,,15,,25
7/12/2003 0:00,5.083,,22,,3,13.1,,12,15,11,19,,,9,,19,24.1,19.7,23,14,9,,6,42.292,,,,13,112,,13,29.5,15,14.6,19,,,,,,,,,36,,38,21,10,,,,14,,17
7/13/2003 0:00,3.875,,5,,8,18.5,,9.8,10,13,9,,,9,8.7,12,18.2,10.8,25,10,9,,5,31.65,,,,8,32,,15,29.7,5,14.6,14,,,,,18.7,,,,13,,12,12,9.2,29,,28,11,,22
7/14/2003 0:00,4.217,40.7,36,,16,28.2,20.9,9.9,12,18,16,,18,10,,17,18.6,14.8,33,21,29,,17,38.458,,,,13,49,,11,23.4,11,11,23,,,,,,,16,,17,,15,14,1.4,,,26,28,,20
7/15/2003 0:00,,50,31,,16,28.2,,14.2,19,21,28,,17,9,8.5,16,21.6,16.2,35,29,24,,17,46.083,,,,20,72,,11,25.7,10,16.5,28,,29,,,23.1,33.9,15,,34,,23,17,16.8,,8,,33,,22
7/16/2003 0:00,,50.8,38,,36,33.4,12.07,18,19,27,18,,21,10,,13,19.3,20.2,59,14,20,,17,51.958,,,,18,,,12,38.6,22,11,25,,31,46,,,,17,36,40,,21,20,12.5,21,,36,30,,29
7/17/2003 0:00,,41.8,30,,,26.2,,21.6,21,42,26,,15,15,7.9,27,24.8,21.8,16,28,23,,11,65.375,,,,18,,,14,,,29.3,31,,,,,39.9,37.2,,,48,,23,20,20.1,27,14,34,29,,29
7/18/2003 0:00,5.217,,35,,,17.5,18.68,19,26,16,21,,7,14,,23,33.9,19.7,40,17,,,6,45.208,,,,18,,,13,51.8,,7.3,31,,,,,,,,,61,,,,13.5,,,,,,19
7/19/2003 0:00,4.667,,,,,,,18.6,16,11,17,,,8,6.3,21,8.6,16.9,49,,,,11,42.375,32,,,18,,,7,12.8,,34.8,19,,24,,,42,26.1,,,26,,,,18.5,,15,,,,17
7/20/2003 0:00,4.292,,,,,,24.95,16.2,15,13,22,,,,,21,,19.5,36,28,,,6,34.864,28,,,13,,,14,51.5,,12.8,27,,,,,,,,,18,,,,18.2,,,26,,,17
7/21/2003 0:00,5,170,48,,,36.4,,24.6,24,24,21,,17,13,7.2,27,31.3,23.2,,31,17,,12,52.652,42,,,6,,,13,63,,23.8,39,,47,28,,53.5,38,20,45,65,,25,29,23.4,,24,41,,,20
7/22/2003 0:00,7.667,46.6,40,,,25.4,17.1,25.9,31,20,32,,8,11,,27,36.9,24.2,63,28,28,,6,60.333,46,,9,13,,,18,41.2,,14.6,46,,,,,,,18,32,66,,30,31,24.1,,,,33,,18
7/23/2003 0:00,4.609,28.6,37,,13,21.9,,13.7,18,17,24,,17,13,6.6,25,26.6,21.8,,30,14,,6,51.833,35,,7,3,,,11,38.4,16,53,30,,,,,42.5,36.1,28,38,36,,24,23,13.4,31,16,30,32,,18
7/24/2003 0:00,5.333,62.3,35,,20,,20.57,23.4,24,25,27,,20,7,,21,24.7,21.6,,33,28,,17,52.25,35,,11,3,,,13,53.4,8,11,31,,38,,,,,,,47,,17,20,22.6,,,,29,,18
7/25/2003 0:00,5.478,,29,,69,,,22.5,28,24,26,,22,11,8,28,30.4,19.7,,34,26,,26,58.667,41,,12,6,,,18,47.9,18,23.8,30,,,,,44.5,38.8,,,52,,25,28,14.6,,19,,39,,23
7/26/2003 0:00,4.208,,42,,38,,20.61,31.9,27,18,35,,,,,31,33.2,17.3,,,12,,13,54.458,47,,,4,,,21,51.9,16,12.8,27,,27,26,,,,,,40,,,,14.4,,,,37,,19
7/27/2003 0:00,5.542,,23,,27,,,31.4,28,25,29,,,7,7.7,21,26.6,15.4,,21,7,,11,41.208,34,,,4,,,25,,24,5.5,32,,,,,45.3,28.1,,,58,,,,14.5,39,13,,19,,14
7/28/2003 0:00,4.917,28.9,21,,16,20.6,19.56,12.2,19,14,27,,9,16,,24,29.3,29.6,,13,4,,5,48.348,35,,8,,,,9,,17,60.4,24,,,,,,,18,41,32,,43,25,17,,,25,25,,19
7/29/2003 0:00,5,33.5,28,1.69,7,16.5,,10.4,7,4,12,,10,17,7.4,25,40.6,31.6,,31,18,,6,33.125,18,,6,3,,,10,,,11,23,,,,,18.6,21.5,15,43,,,33,25,21.2,,12,19,21,,17
7/30/2003 0:00,3.583,20.9,34,4.56,22,22.8,13.74,10.8,12,12,21,,9,17,,29,38.6,24.1,,25,18,,18,44.375,30,,12,4,,,,38,69,13.7,34,,35,,,,,20,48,,,21,32,25.5,,,27,27,,18
7/31/2003 0:00,7,,29,4.58,23,26.1,,18.4,22,17,25,,6,7,6.9,20,,16.4,,25,21,,6,49.375,25,,11,3,,,20,32,6,5.5,33,,,,,,28.1,,,23,,,,28.6,,15,29,25,,14
8/1/2003 0:00,6.792,,35,9.8,32,32.1,17.19,20.6,28,18,28,,6,17,6.6,19,22.8,18.1,75,26,15,,18,49.087,23,,9,3,,,11,19.3,7,14.6,28,,,,,40.9,27.3,,,28,,17,23,27,,17,,,,27
8/2/2003 0:00,6.042,,24,19.87,23,23,,28.3,30,18,32,,,,,12,21.1,14.3,38,,10,,12,43.708,32,,4,3,,,13,25.4,42,23.8,20,19,27,36,,,,,,56,,31,36,20.3,,,,,,19
8/3/2003 0:00,6.583,,26,15.07,19,26.3,24.09,29.1,25,19,35,,,10,9.1,23,23.7,20.2,59,28,4,,12,35,22,,4,3,,,10,29.5,13,11,28,,,,,41.4,35.9,,,15,,25,24,13.9,39,7,36,,14.7,15
8/4/2003 0:00,8.792,20.6,35,24.33,35,32.9,,21.6,18,14,27,,4,16,,23,27.9,33.6,46,22,11,,26,57.75,46,,7,6,,,9,16.8,35,11,28,,,,,,,30,47,34,,29,36,,,,28,27,9.5,17
8/5/2003 0:00,5,45.8,25,19.64,31,29.1,32.53,19.9,16,22,26,,7,12,10,18,28.5,26.9,38,19,8,,17,46.625,37,,14,8,,,8,10.5,29,34.8,25,,27,,,38.6,34.9,20,38,20,,36,24,12.1,,4,26,33,4.6,17
8/6/2003 0:00,5.667,61.7,27,15.06,25,30.1,,18.9,18,22,17,,9,11,,17,20.1,22.9,39,33,8,,23,41.292,32,,17,13,,,9,25.3,51,7.3,19,,,34,,,,21,38,19,,35,33,12.2,34,,24,16,14.5,15
8/7/2003 0:00,4.583,41.5,30,13.72,,33.6,23.93,19.6,17,20,29,,,15,7.9,23,23.2,26,80,26,8,,21,53.739,39,,19,38,,,10,17.1,16,20.1,28,38,31,,,35.1,17.8,,,17,,41,30,17.5,,24,,30,17.2,17
8/8/2003 0:00,4.458,,29,16.07,35,35.2,,24.8,22,45,50,,,13,,28,37.3,38.8,51,18,13,,27,54.708,38,,12,14,,,19,8.6,19,12.8,16,,,,,,,,,33,,47,43,11.1,,,,31,13.5,26
8/9/2003 0:00,4.542,,26,18.78,34,,23.82,23.8,21,19,19,,,9,6.6,20,20.9,17.7,40,,0,,18,52.333,38,,,6,,,8,14.8,21,7.3,12,,,,,26.1,21.5,,,39,,28,16,7.6,,17,,18,9.8,16
8/10/2003 0:00,5,,12,21.76,22,,,11.8,12,10,11,,,,,10,23.6,15.7,29,20,6,,0,38.25,27,,,1,,,7,14.7,11,21.9,17,,16,,,,,,,7,,16,13,1.7,,,19,16,8.1,10
8/11/2003 0:00,4.917,63.8,28,13.76,26,29.6,41.29,13.2,32,13,19,,45,10,8.1,23,21.3,28.6,51,37,8,,22,31.792,20,,5,6,,,17,18.9,4,7.3,20,,,,,55.4,22.8,17,,12,,28,25,20.6,,16,36,21,18.4,20
8/12/2003 0:00,3.292,74.6,44,17.88,35,48.8,,31.4,31,24,33,,49,15,,24,26.1,28.5,70,44,6,,25,56.708,43,,8,15,,,22,29.4,29,25.6,28,31,38,39,,,,26,,27,,32,25,25.4,,,57,36,19.7,32
8/13/2003 0:00,10.304,89.8,70,25.52,46,42.1,31.11,50.9,36,30,47,,46,20,8.8,42,35.1,53.6,,25,6,,17,58.708,48,,6,6,,,36,60.6,47,7.3,42,,,,,31.9,37.7,31,,57,,44,44,21.2,,36,66,36,18.9,40
8/14/2003 0:00,6.125,,,36.46,35,,,20.7,22,26,23,,44,,,30,48,,,,8,,0,55.75,44,,7,3,,,16,30.1,9,45.7,,,,,,,,,,45,,,,12.1,,,,21,6.8,22
8/15/2003 0:00,4.75,,,15.82,19,,23.9,28.8,26,27,25,,39,,5.8,16,25.7,,,28,8,,0,33.292,,,,3,,,15,38.5,4,29.3,,39,28,48,,16.3,21,,,27,,,,28.3,,15,48,18,18.9,18
8/16/2003 0:00,4.261,,,12.31,23,,,17.2,18,16,17,,,,,21,27.2,,,,8,,0,36.333,,,,13,,,11,21.2,11,40.2,,,,,,,,,,19,,,,10.3,,,,16,23.4,16
8/17/2003 0:00,4.417,,28,15.83,19,,35.84,15.2,16,11,23,,,,7.2,26,28.3,,,37,0,,5,49.583,20,,,3,,,11,29.6,9,9.2,,,,,,47.4,17.6,,,20,,,,10,,16,,17,19.6,10
8/18/2003 0:00,5.292,64.9,52,18.72,42,36.1,,42,29,27,31,,32,18,,38,42.3,59.3,,41,19,,13,73.208,32,,6,4,,,31,34.5,13,11,43,,,,,,,39,,83,,32,30,20.4,57,,,35,20.3,27
8/19/2003 0:00,5.958,46,40,17.11,20,27.4,22.31,22.1,30,23,39,,23,18,6.4,34,37.2,32.9,,31,0,,11,38.25,33,,8,0,,,22,49.3,15,11,33,,,,,,39.1,22,,41,,29,21,29.1,46,,,20,25.2,24
8/20/2003 0:00,4.542,53.9,50,19.17,34,39.6,,20.9,15,13,35,,21,12,,30,30.9,32.8,40,33,11,,16,,29,,14,6,,,18,25.4,9,11,31,52,39,52,,,,26,,36,,37,34,19.2,,,,19,12.3,19
8/21/2003 0:00,6.5,48.2,44,20.4,,88.2,15.44,25.6,20,21,29,,21,29,7.2,35,28.6,44.9,62,42,23,,23,,40,,,14,,,33,50.6,19,14.6,41,,,,,38.3,35.1,,,37,,35,32,28.6,,25,,27,20.4,35
8/22/2003 0:00,6.25,,49,28.53,36,39.3,,40.1,28,24,34,,20,16,,58,52.6,51.1,79,16,13,,18,62.208,51,,14,8,,,32,,23,64.4,47,,,,,,,,,99,,81,48,27.4,,,62,23,24.3,19
8/23/2003 0:00,6.125,,18,26.11,19,20.4,20.6,18.1,15,13,16,,,3,9.9,25,36,37.8,8,,0,,5,55.458,45,,2,3,,,11,,10,25.6,21,,,,,32.7,32.4,,,39,,48,26,13.6,,16,,16,13.9,16
8/24/2003 0:00,3.542,,17,,7,18.7,,5.3,9,10,9,,,,,13,16.6,12.6,29,26,4,,0,25.261,18,,7,0,,,6,,4,31.1,13,,,,,,,,,14,,8,11,5.9,,,,9,7.5,9
8/25/2003 0:00,3.292,37.8,27,,10,19.3,22.57,8.2,10,12,16,,7,3,6.3,18,22.1,20,48,17,12,,11,38.333,25,,,10,,,5,12.7,4,7.3,16,,27,,,11.4,40.6,20,,12,,22,18,11.3,23,23,21,10,12.3,18
8/26/2003 0:00,3.708,53.9,29,52.69,17,26.7,,18,14,18,25,,8,3,,19,25.2,27.2,,32,11,,11,45.957,33,,23,18,,,11,,9,14.6,19,46,,52,,,,21,,15,,28,20,9.2,39,,39,16,16.6,18
8/27/2003 0:00,3.292,63.8,54,52.54,25,27.6,39.87,41.6,12,13,12,,11,13,8.5,33,30.7,63.4,,32,6,,5,52.75,38,,32,6,,,4,10.6,17,32.9,45,,,,,32.9,23.4,23,,27,,32,29,23.5,53,18,82,25,18,33
8/28/2003 0:00,3.625,38.9,37,52.7,23,31.4,,17.9,17,15,19,,8,15,,37,39.1,47,,28,14,,11,51.458,36,,33,11,,,22,33.6,21,16.5,40,,,,,,,,,35,,27,29,13.8,25,,51,26,20.3,18
8/29/2003 0:00,4.875,,42,50.32,35,39.4,27.47,39.1,33,20,40,,14,14,9.3,38,52.1,42.6,,18,13,,5,63.875,49,,,3,,,38,43.6,23,11,47,,,,,45.5,44.2,,,59,,32,37,30.1,,,,29,16.4,22
8/30/2003 0:00,2.625,,23,52.71,7,10,,12.2,14,10,34,,,,,8,22.8,23.5,,,14,,5,31.682,16,,,9,,,11,,19,16.5,20,13,15,20,,,,,,15,,,,8.2,,,,13,6.2,10
8/31/2003 0:00,3.792,,14,53.7,3,8.9,27.6,10.2,10,9,8,,,9,7.9,5,21,16,,16,14,,0,31.292,21,,,3,,,18,12.6,14,9.1,19,,,,,21.2,27.5,,,16,,,,6.3,,,18,8,5.1,4
9/1/2003 0:00,2.625,21.8,20,53.76,11,4.3,,8,9,9,14,,16,7,7.7,11,22.2,19.3,31,17,27,,11,41.958,18,,19,3,,,21,25.2,13,12.8,17,,,,,30,57.4,15,,9,12,19,19,9.8,,11,,11,3,9
9/2/2003 0:00,3.917,19.2,7,53.49,9,12.2,10.21,5,8,9,11,,13,3,,10,18.3,15.3,28,20,14,,11,32.042,16,,11,6,,,10,,9,21.9,14,,,,,,,9,,9,4,9,11,8.9,11,,11,7,6.5,10
9/3/2003 0:00,3.25,12,20,54.55,10,13.8,,6,12,14,18,,14,7,10.7,21,15.1,21.7,41,24,14,,17,32.87,40,,14,6,,,17,24.5,5,12.8,28,,,,,19,30.5,13,,15,18,15,13,7.8,54,20,24,7,5.5,7
9/4/2003 0:00,2.625,22.1,24,54.07,16,14.3,17.02,8,11,11,19,,12,6,,26,23.2,39.1,40,40,14,,12,37.435,,,,6,,,16,26.8,4,16.5,16,7,25,33,,,,,,24,11,15,13,7.9,20,,20,18,6.8,12
9/5/2003 0:00,3.083,,27,45.83,,21.4,,20,12,12,26,,18,10,11.2,22,18.4,92.8,45,21,,,12,47.917,,,12,22,,,28,14.5,9,14.6,18,,,,,14,22.2,,,19,23,16,14,10.5,,29,,18,13,14
9/6/2003 0:00,3.833,,27,53.85,34,,46.21,18,22,14,20,,,,,33,28.3,39.6,38,,,,5,40.125,,,13,4,,,20,37.4,14,11,19,,,,,,,,,25,21,13,16,15.6,,,,14,17.8,22
9/7/2003 0:00,6,,26,53.61,30,,,16,15,9,15,,,10,7,20,36.3,15.5,28,,,,0,41,,,11,3,,,16,,9,23.8,18,,,,,23.3,26,,,26,13,13,14,13.7,,34,29,12,22.4,20
9/8/2003 0:00,4.875,24.9,41,52.95,32,35.3,11.99,21,19,11,18,,15,12,,26,35.1,33,46,35,33,,32,62.75,,,20,3,,,29,41.8,16,9.1,26,,,,,,,33,,39,26,12,17,19.7,28,,44,19,19,30
9/9/2003 0:00,4.5,32.9,50,52.48,54,42.6,,24,26,17,35,,24,15,11.7,43,33.7,50.9,69,52,37,,32,,20,,39,,,,35,50.4,20,20.1,41,34,27,44,,35.7,30.1,42,,65,37,16,28,25.4,,37,56,22,11.7,28
9/10/2003 0:00,5.292,33.6,25,,38,25.4,25.56,33,50,26,47,,18,13,,39,41.7,40.3,,46,25,,32,,75,,16,,,,26,42.2,42,22,36,,,,,,,68,,63,52,23,33,46.8,52,,,24,18.7,9
9/11/2003 0:00,4.375,41.2,30,,43,25.2,,24,23,14,40,,21,16,9.4,37,31.6,35.8,79,45,25,,31,54.125,58,,14,,,,27,42,17,16.5,27,,,,,30.3,19.9,,,65,31,25,29,19.2,,17,50,19,16.9,18
9/12/2003 0:00,3.958,,33,,34,23.3,30.06,20,25,16,49,,16,11,,40,34.8,43.1,73,43,26,,26,41.292,55,,23,,,,25,,14,31.1,38,,,,,,,,,27,38,27,32,21.6,,,,30,21.3,16
9/13/2003 0:00,5.25,,19,,31,21.6,,22,24,15,38,,,25,9.9,40,,41.6,18,,23,,20,53.833,40,,,,,,18,,29,20.1,39,,,,,39.4,,,,47,50,,,21,40,41,,19,22.3,11
