Kod stacji,DsLegRzeczA,DsOsieczow,DsWalbWysA,DsWrocGrobla,DsWrocKorzA,KpBydgBerlinga,KpTorunDziewulsk,KpWloclSielska,KpZielBoryTuch,LbBialaPOrzechowa,LbChelmJagWIOS,LbLublin_Sliwins_5,LbZamoscHrubieszowsk,LdLodzWIOSACzernik,LdLodzWSSEMLegiono,LdPiotrkWIOSMSienkie,LuGorzowWIOS_MAN,LuWschowWIOS_AUT,LuZgoraWIOS_AUT,MpKrakowWIOSBuja6119,MpKrakowWIOSBulw6118,MpNSaczWIOSPija6204,MpTarnowWIOSBitw6304,MpTrzebiWIOSZWM0305,MpZakopaWIOSRown1701,MzPiastowPulask,MzPlockReja,MzRadomHallera,MzRadomTochter,MzWarszUrsynow,MzWarTarKondra,OpKlucz2pyl,OpOpole4pyl,PdBialyWarszawska,PdLomzaSikorskiego,PkKrosnoWIOSKletowki,PkNiskoWIOSSzklar,PkRzeszWIOSNoweMiasto,PkRzeszWIOSSzop,Pm.01w.02m,Pm.63.wDSAa,Pm.63.wDSMm,Pm.aw07m,Pm.aw08m,SkBuskoWios2,SkKielJagielWios,SlBielbBiel_stern,SlCzestCzes_zana6,SlGliwiGliw_mewy,SlGodowWodz_wodzi,SlKatowKato_kossu,SlZlotyJano_lesni,SlZoryzZory_sikor,WmElblagWIOS_Bazynsk,WmOlsztyWIOS_Puszkin,WmOstrodWIOS_Chrobre,WmPuszcz_IOS_Borecka,ZpKoszalin006,ZpMysMysliborz007,ZpSzcSzczecinek008,ZpSzczecin001
Wskaźnik,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
5/26/2010 0:00,15,15,22.3,17.1,25.4,16,11.696,,18,23,22.9,15.8,18.5,12.6,,14,5.5,14,19,23,25.167,23,27,,27,21.8,,,15.3,11.8,17.1,,21,12,9.07,,17.3,18.1,14.7,,,,5,,18.8,13.9,30,33,39,40,27,32,50,10.3678,5.99,6.54543,7.17,7,10,7.7,6.7
5/27/2010 0:00,17,14,17.3,20.2,25.7,22.2,21.667,,46.7,19,24,23.2,21.8,11.5,,16.5,14.5,15,18,17,23.875,15,22,,16,31.8,,,21.2,15.6,26.6,,16,14,12.7,17.3,17.6,17.1,14,,,,13,12.71,17.4,18.8,23,28,27,26,22.53,17,32,13.6406,8.71,8.72924,7.85,9.2,17.3,15.7,13
5/28/2010 0:00,13,16,21.4,12.6,19.3,16.6,15.542,,31.5,19,16.6,26.4,20.2,17.8,12.4,12,18.1,14,21,14,15.167,19,14,,13,27.4,17.7,,17.3,20.3,25,,10,22,19.97,21.9,16.2,16.9,12.5,,,,16,15.61,15.1,11.6,25,20,22,16,18.94,12,28,10.9137,6.53,9.82082,9.53,9.9,18.5,15.7,10.3
5/29/2010 0:00,20,16,29.9,19.1,22.3,23.1,15.208,,63.3,15,,21.7,23.8,4.2,15.4,15.3,10.9,21,19,25,27.25,26,18,,19,26.7,14.1,,21.3,19.5,26.3,,15,17,16.33,28.9,18.2,21.2,18.2,,6,6,5,13.16,11.4,16.1,36,23,28,27,2.75,19,32,8.73235,8.16,11.2713,11.02,7.4,11.3,,8.1
5/30/2010 0:00,20,14,20.4,21.5,23.2,19.5,21.292,,48,9,,13.3,17.7,,11.6,15,18.2,13,9,19,19.875,19,23,,12,25.4,15,,20.6,20.6,26.1,,18,10,9.07,18.7,14,16.5,14.2,,12,12,5,17.13,8.3,11.6,23,24,28,23,19.23,18,23,9.82193,7.98,8.91188,11.65,13.9,17.4,,15.2
5/31/2010 0:00,5,8,13.7,10.5,11.2,15.8,18,,16.3,12,7.1,,12.6,,12.4,11.5,10.9,7,11,11,7.417,9,11,,8,18.2,10.8,,13.7,12.4,13.5,,18,13,12.7,9.9,9.3,4.9,4.9,,11,11,5,14.22,4.4,7,19,16,19,12,11.92,12,5,8.55043,6.35,7.63777,12.7,9.8,6.9,,7.6
6/1/2010 0:00,5,6,6.7,8.5,8.4,11.1,13.208,,7.7,8,5.3,,8.6,8.4,12,10.7,7.3,9,14,18,11.292,8,17,,7,19.6,10.2,,18.8,16.5,19.2,,4,14,10.89,,11.7,12,8.6,11,13,13,11,17.42,10.1,11,19,15,16,18,12.85,12,12,9.64268,4.9,8.90906,12.31,9.6,8.7,,9.2
6/2/2010 0:00,5,8,10.1,14.3,13.3,,21.917,,31.3,13,9.5,13.8,10.2,8.5,6.2,12,12.7,15,20,8,6.375,12,8,,9,17.8,13.7,,,16.3,19.4,,10,18,9.1,,7.1,6.7,6.5,5,13,13,13,13.47,2.1,7.8,10,16,18,14,14.91,11,18,9.63987,8.35,10.0025,14.33,12.1,11.9,,9.4
6/3/2010 0:00,11,12,11,14.5,18.6,,17.833,,56.2,10,15.2,8.6,8.3,13,16.2,9.8,12.8,13,11,19,18.625,17,23,,14,16,14,,,10.3,10.5,,12,13,12.7,16.8,8.6,8.2,4.2,5,13,13,5,12.5,5.8,6.9,27,19,27,19,21.73,14,24,9.45609,5.44,8.36427,9.66,11.2,9.5,16.8,7.8
6/4/2010 0:00,11,11,12.4,23.8,28,,12.304,,21.1,9,12.3,8.2,8.6,8.7,5.3,9.3,7.3,13,16,18,10.625,17,,,24,12.9,,,,,10.3,,9,10,10.89,13.2,8.6,10.2,8,5,15,15,5,11.07,5.9,8.1,14,13,16,14,13.33,12,17,5.2756,3.99,4.72664,6.92,11.9,10.2,,8.3
6/5/2010 0:00,13,16,18.4,17.1,24,20.6,14.167,,22.2,8,11.8,5.8,9.8,8,8,10.2,12.9,12,22,12,10.542,,9,,17,12.9,,,,,9.3,,13,8,12.7,15.1,7.5,9.5,7.6,5,12,12,5,15.85,6.8,7.8,17,18,20,19,12.91,5,14,9.62627,5.26,6.54695,6.53,13.5,16.7,,11.2
6/6/2010 0:00,15,15,16.8,14.3,20,19.6,19.75,,25.2,8,13.7,8.6,10.4,6.4,10.8,13.8,14.9,12,19,16,10.75,18,12,,17,14,,,,,11.8,,19,,9.07,11.4,9.5,11.8,6.4,21,14,14,17,20,5,10.3,19,18,23,21,19.35,15,20,19.6421,6.9,8.18118,11.48,15.7,15.5,,12.6
6/7/2010 0:00,15,14,20,16.4,21.4,17.5,21.875,,24,15,14.2,11.1,10.6,10.5,13.8,14.9,14.8,10,16,17,13.208,23,11,,16,18.3,,,,,16.7,,12,,,15.4,13.9,13.8,10.9,26,,,11,18.35,13.7,15.4,20,23,20,18,19.69,22,10,15.0978,13.43,9.45811,13.43,13.2,14.5,,9.4
6/8/2010 0:00,13,14,19.1,14,19.5,13.1,14.333,,11.1,14,18.2,15.5,15,,14.1,14,11.1,13,18,21,15.542,,16,,18,20,,,,17.5,15.4,,16,,,17.5,15.5,14.3,12.9,,16,16,5,12.81,9.6,14.6,22,23,21,22,19.8,24,16,9.27694,4.72,7.09198,9.3,10.8,10.9,,7.4
6/9/2010 0:00,20,13,21.6,23.7,29.8,17.1,22.167,,25.7,23,7.1,17.1,20,,17.5,22.7,13.2,14,25,21,20,,16,,18,21.1,,,,21.8,20.5,,23,,18.14,20.7,17.2,18.3,15.8,27,19,19,16,18.09,9.9,18.1,23,31,28,27,,25,23,12.0002,12.7,10.367,11.1,12.3,16.3,,12.4
6/10/2010 0:00,20,19,25.9,23.6,30.7,27.8,32.25,,29,24,23.9,23.2,23.9,,12.1,23.6,18.9,19,26,14,22,,22,,20,23.6,,,,28.9,28.1,,24,,19.96,21.8,23.9,23.6,24,40,19,19,20,18.47,22.6,32,22,37,24,22,19.93,30,18,19.4545,20.32,19.095,15.83,16.3,18.9,,15.7
6/11/2010 0:00,20,17,34.2,42.8,30.1,24.2,32.875,,32.9,18,12,21.5,22.9,,,,17.1,12,11,,20.333,,18,,20,20.9,,,,26.5,24.1,,23,,9.07,25.5,20.1,19.8,19.8,30,,,22,17.18,19.3,27.3,21,33,26,25,23.44,28,23,22.3689,16.33,19.6303,11.07,13.9,16.5,,11
6/12/2010 0:00,11,9,15,17.3,17.9,8.9,11.417,,11.5,11,,17.2,23,16.6,,,7.4,8,8,35,17.042,,22,,22,12.2,10,,,26.3,12.9,,18,,10.89,18.8,22.1,19.5,17.8,22,,,,8.36,21.8,23.1,26,24,21,23,21.66,26,19,7.27537,3.63,3.27188,8.71,7.2,8.1,6.6,6.1
6/13/2010 0:00,5,8,8.3,14,12.8,5.8,10.917,,6.9,10,,9.8,7.7,8.7,,,3.6,7,11,13,8.208,,10,,11,10,6.9,,,28.9,11.8,,13,,9.07,10.1,9.1,8.9,11.6,,,,,6.57,12.2,10.5,17,16,16,16,10.32,20,5,5.63852,0.73,3.8174,6.89,4.9,7.5,5.8,4.2
6/14/2010 0:00,5,10,8.5,13.8,13.5,8.4,14.125,,17.5,9,14.6,6.5,10.9,10.9,,,9.1,11,13,14,15.583,,13,,11,8.9,10.2,,,13.2,12.2,,14,,5.4,15.4,4,10.7,12.5,,,,,8.67,12.9,11.4,19,14,11,15,11.45,18,5,7.46106,4.72,3.45347,6.5,5.6,11.8,,8.1
6/15/2010 0:00,31,10,11.5,23.6,21,12,15.417,,11.5,12,18,10.3,12.6,12.8,,,10.8,10,12,13,13.5,12,6,,9,12,8.7,,,10.3,11.1,,15,,1.81,15.4,11.2,10.2,9.8,,11,11,,8.42,13.7,14.1,17,19,17,18,14.93,24,17,10.185,4.36,6.54799,7.09,7,,,6.8
6/16/2010 0:00,11,8,12.4,25.6,14.6,9.3,11.25,,12.2,7,16.9,9,11.1,8.2,,,7.2,11,21,,10.667,23,12,,15,8.7,6.9,,,11.1,11.2,,9,,5.4,14,17.7,14.5,11.5,,,,,8.56,14.8,14.6,23,18,15,19,11.38,15,5,7.639,4.17,3.27334,7.51,5.1,,,4.8
6/17/2010 0:00,15,10,19.1,13.4,16.8,11.5,12.917,,8.6,6,13.1,7.9,15,12.8,,,7.3,13,9,,10.75,13,7,,11,10.9,11.5,,,10.6,12.7,,8,14,5.44,15.6,7.1,9.1,12.2,,,,,10.12,12.1,11.9,14,10,15,15,11.01,5,11,7.63831,5.81,5.45459,7.89,7.6,,,8.7
6/18/2010 0:00,17,10,20,22.1,23.1,17.3,17.542,,12.5,7,12.4,11.5,14.7,9.1,,,13,6,9,13,21.208,15,,,15,14.7,17.7,,,17.2,17.2,,12,19,5.4,15.4,10.2,13.4,11.5,5,,,11,13.01,15.8,10.3,15,22,18,18,16.57,10,16,11.6419,13.24,8.7294,10.39,7.8,,,6.7
6/19/2010 0:00,5,8,11.2,11.5,14.5,8.9,10.25,,9.3,12,13.8,11.2,15.8,12.4,,,1.8,6,12,12,18.833,14,15,,12,14.2,9.5,,,24.2,15.2,,7,19,1.8,17.8,10.2,13.1,12.9,5,,,5,9.29,16.5,,20,17,11,17,12.3,,16,7.36155,7.08,3.81954,,7.6,,8,
6/20/2010 0:00,5,12,11,13.5,14.5,14,13.333,,8.3,10,11.7,7.4,9.9,13.3,,,7.4,6,16,8,14.458,9,12,,8,14.7,12.8,,,12.6,17.6,,5,16,7.2,9.3,7.7,9.4,10,5,3,3,5,9.3,14.3,,16,11,10,19,14.14,,16,6.36723,7.08,5.99955,9.11,8.3,,,4.9
6/21/2010 0:00,11,9,10.5,14,13.8,,14.125,,8.3,8,11.7,6.3,8.9,11.8,,3,9.1,7,15,8,11.917,13,13,,7,10.9,10.6,,,15,14.7,,6,13,,22.9,8,9.8,9.8,5,,,5,8.51,14.4,8.5,17,11,12,21,14.9,,14,11.4577,9.25,6.90972,9.21,10.5,,,5.6
6/22/2010 0:00,11,7,12.1,13,16.4,,12.958,,7.8,5,12.9,4.8,7.6,9.7,,7.8,7.3,9,11,10,4.792,8,10,,5,7.8,15,,,14.1,,,5,14,,14.2,5.5,8.9,9.6,5,,,5,8.75,10.9,8.5,15,11,12,14,10.4,,15,9.2729,5.99,6.36275,5,13.5,,,8.9
6/23/2010 0:00,13,8,13.5,11.9,16.4,9.3,12,,7.2,5,12,2.5,8.7,8.4,,9.8,10.9,8,13,5,3.125,6,9,,6,9.8,15.1,12.2,,14.5,,,7,12,,10.8,4.4,6.5,5.8,5,,,5,12.5,7,6,13,5,10,12,8.81,,15,12.002,3.63,7.81798,4.35,9.4,,,7.5
6/24/2010 0:00,17,11,12.1,11.7,16.6,18,11.083,,9.4,4,10.2,3.6,10,6.2,7.5,7.1,12.8,15,13,9,3.75,6,6,,6,8.4,16.1,10,,10.8,9.3,,7,11,5.4,8.1,4.8,4.5,6,5,,,,10.22,3.1,6.1,14,10,10,12,11.42,,14,19.4645,3.63,4.36459,6.18,13,17.5,,11.6
6/25/2010 0:00,20,25,21.4,10.2,101.1,16.4,11.167,,9.4,10,6.5,5.4,11.4,8.2,9.4,8.2,16.6,12,9,7,7.5,7,7,,10,10.7,12.9,12.6,,,12.2,,6,14,1.81,15.9,7.9,6.5,8,5,3,3,,11.34,13.2,12.7,18,10,14,19,10.96,,17,22.371,2.18,3.4546,6.93,17.9,15.5,,14.2
6/26/2010 0:00,22,15,26.8,12.9,19.2,20.4,17.25,,11,6,,7.1,15.3,10.7,10,12.7,9.2,9,9,14,13,12,10,,20,13.6,15.1,13.6,,12.8,13.6,,11,15,7.2,20.7,8.4,11.3,8,5,,,,10.58,14.3,13,23,14,15,20,13.53,,20,7.27484,3.45,6.18074,7.33,11,6.2,,9.6
6/27/2010 0:00,5,7,18.9,16.1,10.4,17.8,13.833,,8.7,5,,6.3,10,6.2,7.3,7.3,9.2,10,9,11,6.458,7,11,,10,10.9,11.5,12.2,,9.2,12,,9,12,5.44,12.9,5.1,9.1,7.6,5,,,,7.98,12,10.1,16,10,12,15,9.84,,16,5.63934,4.17,5.81976,4.63,9.6,10.6,,5.8
6/28/2010 0:00,,10,22.5,14.6,14.9,22.9,11.917,,9,6,10.8,5.8,14.2,8,17.5,8.4,9.3,11,10,15,9.5,13,11,,12,10.9,12.7,15.3,,13,14.9,,13,14,10.89,16.3,7,10.7,9.5,5,3,3,,11.73,13.2,11.7,19,13,18,19,,,21,7.45671,6.71,5.63723,5.11,6.9,5.5,,8.1
6/29/2010 0:00,,17,22.5,15.5,21.6,23.3,13.333,,11.5,6,,8.5,14.1,9.8,10.2,10.2,14.9,17,11,20,12.542,15,12,,13,21.6,17.5,18.2,,16.1,18.5,,15,18,10.89,15.9,8,16,12.7,5,,,,17.51,11.8,17.3,18,16,21,22,15.74,,16,10.1866,9.8,7.81926,6.35,9.8,17.7,,10
6/30/2010 0:00,,23,27.4,20.4,114.1,27.1,20.458,,17.6,9,13.2,10.9,16.7,16.9,9.1,19,18.6,15,,24,,19,13,,18,24.7,21.3,24.2,,27.7,27.8,,16,22,9.07,27.3,13.5,21.8,19.1,11,,,,15.29,18.2,25.7,25,26,21,27,23.25,15,29,7.63817,19.06,13.9985,8.53,7.6,18.1,,10.8
7/1/2010 0:00,,16,27.9,19.1,22,26.2,14.958,,10.8,17,13.3,14.2,19.7,16.7,10.2,13.6,16.7,,,,,26,7,,24,21.6,19.9,23.8,,22.8,21.1,,20,13,16.33,36.3,20.1,29.4,25.6,,,,5,10.54,21.7,18.4,26,20,21,24,22.13,17,27,7.639,9.8,7.82013,6.97,4.7,13.4,,9.2
7/2/2010 0:00,,17,24,18.4,26.8,21.3,13.542,,10.7,8,17.8,12,16.4,14.2,18.7,20.5,13.1,14,,26,,,21,,20,20.2,18.2,21.8,,13.3,26.1,,13,9,9.07,32.3,9.4,24.1,20.2,,6,6,5,13.29,20.1,19.7,27,21,26,29,25.52,16,31,11.6402,4.9,8.54595,5.36,3.6,15.9,,12.5
7/3/2010 0:00,,17,19.8,13.4,36.7,16.4,10.167,,10.8,13,6.2,9.3,10.4,12.4,12,9.6,16.9,15,,16,,,15,,18,14,16.9,17.6,,,18,,12,8,10.88,23.5,8.8,16.9,14,5,2,2,5,9.7,14.8,7,23,16,17,23,15.03,12,20,7.36099,5.08,6.54542,7.1,5.2,16.7,,12.2
7/4/2010 0:00,,13,14.4,13.2,16.6,16.9,11.667,,14.5,9,13.3,9.8,10.2,11.7,8,8.2,11.2,12,,12,,,13,,9,11.3,14.6,22,,15.7,16.5,,16,11,9.07,12.5,9.9,12.2,9.9,5,17,17,5,12.14,15.5,7.8,16,19,19,18,14.84,11,12,6.36445,7.81,8.5465,7.86,6.3,13.9,,7.2
7/5/2010 0:00,,18,18.4,15.2,25.9,28.2,17.417,,18.9,11,19,10.8,10.3,22.6,15.9,15.6,16.8,18,,,,,7,,12,20.2,16.8,21.5,,14.8,17.2,,14,12,5.44,14.4,8.4,13.8,10.4,13,6,6,13,17.7,16.3,13,21,17,17,18,18.36,14,24,11.456,12.16,9.63579,9.05,9.2,15.3,,13.9
7/6/2010 0:00,,14,10.5,13.6,16.6,7.3,19.917,,9.2,13,25.1,13.1,14,17.3,13,7.3,9.1,10,,,17.708,,17,,12,19.8,24.3,29.8,,17.9,24.1,,8,14,7.2,21.7,15.9,14,12.9,10,4,4,5,14.72,17.1,16.6,16,17,21,15,20.45,14,20,,8.71,9.27156,10.21,8.5,11.2,10,9.6
7/7/2010 0:00,,10,9.9,9.4,12.5,3.8,9.333,,5.1,9,16.8,6.8,11.5,6.4,10.3,9.6,12.8,9,,3,4.375,,6,,12,12,10.9,10.7,,,13.8,,9,11,5.44,11,7.3,5.4,7.5,10,3,3,5,9.56,10.2,7,12,12,13,13,12.59,5,10,,5.08,5.45563,7.66,8.1,10.2,,8.8
7/8/2010 0:00,,14,20.2,16.2,18.4,,10.25,,7.5,9,16,9.1,9.3,8.4,12.4,17.3,16.6,12,,9,9.208,,7,,13,12.7,10.7,12.7,,12.5,14.2,,17,11,3.6,14.8,8.4,9.3,10.2,,8,8,5,13.86,12.8,12.3,16,16,17,17,15.64,5,17,,5.44,6.36334,,12.1,10.2,,14.8
7/9/2010 0:00,,10,16.6,15.4,22.4,,17.095,,13.2,13,22.2,11,12.7,17.5,18.2,11,18.7,12,,21,12.667,,10,,16,20.9,18,18,,18.5,20.5,,20,12,9.07,19.9,13.9,15,15.1,16,,,5,19.43,16.4,20.2,23,23,29,28,24.99,11,28,,7.98,9.27414,7.48,15.7,16.1,,13.5
7/10/2010 0:00,19,14,22.9,21.3,24.9,,17.667,,20.9,12,20.2,12.9,14.7,8.9,12.5,15,17,15,,11,16.083,18,17,,17,19.3,,19.1,,19.8,19.8,,15,20,16.33,25.3,11.9,18.7,18.7,14,12,12,12,21.15,10.3,16.8,13,22,28,28,23.35,11,27,,9.62,9.45394,10.56,17,19.7,,19.7
7/11/2010 0:00,18,11,18.9,15.8,19.8,,16.208,,19.4,13,22.6,10.5,12.7,7.7,11.4,13.3,13.3,15,,17,14.792,17,17,,13,18.5,,14.9,,16.5,20.9,,16,21,16.33,21.8,9.1,14.3,14,11,4,4,13,21.06,10.6,15,10,20,23,20,19.83,11,20,,14.88,13.271,12.18,16.6,16.8,,18.2
7/12/2010 0:00,20,12,20,19.4,22.6,,17.708,,20.5,10,25.4,13.8,12.7,12.8,8.9,13.1,15.2,16,,20,18.208,16,13,,13,20,,17.5,,16.3,,,17,18,14.51,21.9,11.3,19.4,18.5,23,7,7,16,24.63,10.6,15.3,12,23,21,19,19.14,11,20,,15.42,15.4521,12.52,14.4,17.4,,17.5
7/13/2010 0:00,20,9,18.9,19.5,28.8,,19.167,,20.8,13,25.9,13.1,13.7,14,14.9,14.4,11.3,13,,27,19.5,20,18,,18,19.8,,17.5,,15.8,18.9,,14,,14.52,21.6,12.9,20,21.6,21,6,6,10,22.31,11.4,16,15,25,25,23,26.35,13,29,,15.42,16.9083,11.47,14.3,15,,15.5
7/14/2010 0:00,16,11,14.4,16.4,18.4,10.4,16.708,,10.8,11,21.9,,16.1,12.6,15.8,15.6,7.6,12,,21,16.625,20,18,,21,21.6,,23.1,,17.9,17.2,,20,,14.51,25.3,21.9,20.5,23,5,2,2,10,11.42,14.2,17.2,20,20,19,19,14.14,19,14,,12.16,12.3646,6.55,8.3,14.8,,11.9
7/15/2010 0:00,22,9,19.1,14,23.8,18,20.333,,16,12,23.2,,,16.9,15.6,20,11.3,19,,25,18.667,25,19,,24,21.1,,15.1,,19.9,,,18,,18.1,23.6,19.7,25.3,25.5,14,9,9,10,17.11,18.3,20.2,12,29,26,23,25.19,22,25,,13.79,15.0902,8.4,10.1,12.7,,12.4
7/16/2010 0:00,16,11,14.8,11.6,22.3,17.3,18.542,,13.4,10,33.3,9.5,13.2,20,20.4,22.7,13.3,17,,26,21.208,27,28,,25,23.4,,31.6,,27.6,26.9,,25,,16.33,24.1,19.7,24.4,26,12,8,8,,14.18,22.7,26.1,21,18,29,22,27.51,21,28,,16.15,15.6358,11.92,11.2,15.9,,16.1
7/17/2010 0:00,19,10,24.5,16.5,26.4,25.8,23.833,,22.5,,29.1,12.2,18.4,18.2,13.6,21.1,16.8,19,,25,20.583,26,24,,25,4.2,,27.8,,27,22.7,,9,,19.95,20.7,18.6,20.5,14.9,18,8,8,,20.98,21,18.3,23,21,31,28,28.74,20,33,,16.88,15.0891,10.96,18.2,16.7,19.5,24
7/18/2010 0:00,5,8,9.2,7.9,11.2,11.6,13.083,,9.3,,20.6,9.8,14.6,8.9,7.5,10.5,7.3,9,,,10.87,,21,,12,26.6,,17.6,,16.8,16,,8,,10.89,20.1,16.3,12.7,17.8,5,,,,16.04,14.7,10.3,10,10,13,10,11.71,10,13,,7.98,8.90694,9.51,6.3,9.3,8.9,8.1
7/19/2010 0:00,11,13,11.2,8.5,14.4,12.2,12.5,,8.2,14,15.6,6.4,11.3,5.6,8.9,5.4,12.9,14,,9,10.083,,13,,10,,,16.2,,10.7,11.6,,15,,7.26,12.2,14.8,10.9,8.2,,4,4,,10.81,8.1,8.3,13,5,13,15,9.87,15,16,,8.16,7.8173,5.45,6.5,10.7,5.6,9.7
7/20/2010 0:00,17,8,22,12.7,19.7,13.4,13,,11.3,13,19.7,9.1,12.3,10.2,9.8,11.6,11.1,15,,15,17.75,,,,15,22,12.8,18.9,,12.5,14.3,,19,,14.51,16.7,10.6,18.7,14.5,5,6,6,,14.44,10.2,15.4,15,12,15,17,16.84,18,21,,7.44,8.17987,5.05,9.8,12.9,16.2,10.5
7/21/2010 0:00,26,7,28.8,14.1,24.2,20.6,14.917,,18,15,22.9,9.8,17.4,10.6,26.7,12.9,22.7,15,,21,19.292,,,,16,19.9,23.2,20.2,,22.6,23.2,,23,,10.89,16.4,16.3,18.9,17.6,5,13,13,,21.21,13.3,21,,20,22,20,21.8,24,23,14.5645,11.8,10.3623,7.97,13.2,22.2,17.6,14.6
7/22/2010 0:00,24,7,27.2,15.6,29.6,23.7,20.542,,24.1,16,23.8,12.4,24.7,18.6,20.6,20.4,22.8,6,,24,20.708,21,,,18,,21.3,23.9,,22.3,31.1,,21,,19.96,13,18.6,17.6,12.9,23,11,11,,25.92,17.4,21.9,,28,27,22,27.56,34,23,21.1147,26.67,21.8229,13.15,21.7,,22.6,18.3
7/23/2010 0:00,15,8,19.8,14.7,20.1,15.9,20.208,,13.3,21,27.2,14.1,24,18.6,20.9,20.2,7.5,5,,25,18.667,20,,,19,23.7,16.6,25.6,,29.6,31,,6,,19.96,19.9,16.5,18.8,15.6,11,3,3,,12.73,18,19.7,,28,23,23,29.12,23,29,12.1942,24.31,19.9975,13.98,7.4,10.4,10.7,8
7/24/2010 0:00,5,8,5,5.1,5.5,9.5,16.5,,8.1,22,21.8,9.9,18,13.3,5.6,7.3,5.7,5,,11,8.042,11,17,,8,18.9,9.1,18.9,,21.2,20.5,,8,,10.88,10.7,11.3,13.8,12,5,3,3,,10.41,13.6,10.8,,5,5,5,11.33,5,11,9.6497,11.25,11.9978,12.77,4.3,9.1,1.3,4.7
7/25/2010 0:00,5,9,11.7,7.2,10.7,9.1,7.167,,5.1,8,14.6,3.7,8.8,6.6,7.4,2.2,9.5,8,,11,4.208,10,15,,5,8.9,10.3,11.3,,1.8,10.3,,10,,7.26,6,7,9.3,7.3,5,5,5,,5.85,11.6,6.1,,5,5,5,10.55,5,14,7.28412,2.72,4.54589,2.89,2.7,7.9,,4.9
7/26/2010 0:00,5,8,12.1,11.8,17.9,34.7,11.25,,7.1,13,12.7,6.3,13.4,6.2,6.6,6.7,7.6,9,,12,4.708,9,11,,9,8.5,10.8,5.3,,7.1,8,,8,,7.26,4.8,5.5,6.5,5.4,5,7,7,,9.4,9.8,4.7,,11,10,16,13.94,11,15,7.2881,3.99,6.72895,3.95,8.7,13.4,,7.9
7/27/2010 0:00,11,12,15,8.9,17.8,4.6,14.208,,6.6,10,19.6,7.5,10.3,7.5,27.2,8,11.2,12,,19,12.417,11,12,,14,10.2,12.8,9.6,,8.4,10.9,,12,,5.44,12.2,7.7,5.6,6.9,5,5,5,37,10.34,12.3,6.3,20,12,10,15,15.25,15,18,4.73407,2.9,5.45503,6.67,9.2,16.1,,15.2
7/28/2010 0:00,15,14,14.4,14.2,18.8,7.3,9.5,,5.2,7,13.8,9.6,2.5,6.7,,3.8,13.2,12,,11,8.417,12,14,,14,11.6,,16.6,,7.6,8.2,,13,,5.44,8.1,2.2,4,3.3,5,6,6,5,1.92,9.6,2.9,18,11,10,12,1.89,5,16,5.82644,5.26,7.27349,6.32,11.7,16.5,9.8,13.5
7/29/2010 0:00,5,10,14.1,10.9,14.6,9.5,13.417,,11.5,8,18.5,10.3,13.7,12.2,9.1,11.6,9.4,13,,7,9.833,6,14,,15,15.1,,31.3,,14.8,13.2,,8,,19.97,14.1,11.2,9.8,7.6,5,4,4,5,12.33,16,12.8,14,20,5,10,12.27,10,5,10.7437,4.36,5.63686,4.57,8,7.8,6.7,6.3
7/30/2010 0:00,11,9,17.1,10.7,19.4,,15.75,,14.5,10,20.2,11.4,13.8,14,14.2,14.7,9.5,8,,18,15.375,16,14,,21,21.4,,35.2,,,22.5,,16,14,18.14,17.6,9.9,11.3,11.4,5,5,5,5,15.88,18.5,17.3,19,21,5,5,14.86,12,10,14.9311,12.16,11.6353,8,9.8,10,8,9.5
7/31/2010 0:00,15,9,15.7,11.8,19.3,,15.667,,16,17,23.4,14.4,19.7,14.9,21,16.7,11.2,10,,20,20.542,19,23,,18,26.7,,22,,,23,,18,12,14.52,29.3,16.4,22.9,22,5,7,7,5,14.82,25.6,22.4,26,21,12,19,14.96,14,18,8.69105,9.98,8.91011,8.98,11.2,14.9,12.7,11.9
8/1/2010 0:00,15,14,15.5,14.1,23.2,,19.958,,20.8,19,24.2,16.1,17.4,19.9,22.5,21.5,14.5,15,,26,20.708,22,27,,20,,,25.6,,,29.8,,25,10,16.33,26.6,17.7,22.9,20.2,14,13,13,15,19.27,22.8,24.4,28,36,24,21,25.33,20,30,14.2035,7.98,10.3631,11.19,16.4,15.6,18.9,13.4
