Kod stacji,DsWrocKorzA,LbLublinPiel,LdLodzWSSEMLegiono,MpKrakowWIOSBulw6118,MpKrakowWIOSPrad6115,MpTarnowWIOSSoli6303,MzPlockReja,MzRadomTochter,MzWarszUrsynow,Pm.63.wDSMm,SlKatowKato_kossu,SlZabrzZabr_sklod,SlZoryzZory_sikor,WmPuszcz_IOS_Borecka
Wskaźnik,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5,PM2.5
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
12/4/2009 0:00,68.7,19.3,31,55.625,58.125,,,35,35,35,28,62.13,33,14.84
12/5/2009 0:00,48.8,,38,92.458,106.083,,,29,19,40,64,58.15,56,13.65
12/6/2009 0:00,37.2,,41,97.5,99.708,,,38,39,34,42,48.7,24,12.58
12/7/2009 0:00,34.5,29.5,35,,74,,,20,25,14,15,49.44,12,10.49
12/8/2009 0:00,48,23.6,39,,75,,,29,20,25,50,93.06,39,13.31
12/9/2009 0:00,31.8,17,42,70.708,63,,,32,30,47,41,36.85,16,8.5
12/10/2009 0:00,51.7,41.1,53,49.042,49,,16.5,35,37,32,33,53.8,38,8.72
12/11/2009 0:00,44.1,10.5,26,41.583,36.667,,40.2,14,18,53,39,45.83,30,6.47
12/12/2009 0:00,19.5,,24,19.667,12.722,,34.8,12,7,41,24,23.33,14,10.32
12/13/2009 0:00,18.4,,35,22.333,20,,21.9,13,22,32,,23.24,5,16.07
12/14/2009 0:00,30.8,43.8,37,53.333,52,,22,22,31,56,,31.3,42,23.66
12/15/2009 0:00,26.5,18.7,33,53.792,48.5,,27.2,29,33,21,,,25,16.19
12/16/2009 0:00,32.9,20.1,34,32.5,22.75,,18.3,27,11,38,,34.72,19,14.96
12/17/2009 0:00,49.4,16.2,33,42.875,35.958,,16.5,24,11,14,,71.67,87,8.58
12/18/2009 0:00,58.8,19.7,38,47.625,41.208,,16.5,21,11,14,61,89.26,87,10.26
12/19/2009 0:00,108,57.9,78,65.292,54.227,,36.6,53,,52,87,116.85,74,10.77
12/20/2009 0:00,102,82.5,95,115.125,91.158,,96.4,52,,,77,124.72,97,45.02
12/21/2009 0:00,53,43.7,61,154.542,157,,,46,,72,42,101.02,44,87.22
12/22/2009 0:00,50.9,15,47,45.875,103,,54.7,29,18,37,16,72.59,28,34.75
12/23/2009 0:00,29.1,21.4,36,36.667,43.261,,36.6,17,23,33,34,28.33,10,14.02
12/24/2009 0:00,42.3,27,34,62.292,54.458,,27.3,36,22,17,56,72.5,38,12.4
12/25/2009 0:00,22,13,21,27.792,21.625,,27.3,21,20,13,12,35.65,5,11.26
12/26/2009 0:00,12.2,,24,21.708,22.091,,9.1,8,19,11,5,20.65,5,5
12/27/2009 0:00,71.6,,70,118.917,106.263,,47.4,44,38,27,55,145.19,122,20.03
12/28/2009 0:00,36.2,,39,73.667,49.409,,69.5,55,71,21,59,93.24,29,24.85
12/29/2009 0:00,,,43,48.167,35.714,,27.4,29,24,16,48,71.39,50,7.87
12/30/2009 0:00,53.1,,46,75.875,70.478,,38.3,46,61,19,48,113.43,65,20.58
12/31/2009 0:00,46.5,,61,56.167,45.458,,20,33,23,,94,135.83,39,18.94
