Kod stacji,DsJelw05,DsWrocWie,KpCiechoTezniowa,KpWloclSielska,KpWolice,LbBialaPOrzechowa,LbDorohWIOS,LbLublinPiel,LbLublin_Sliwins_5,LbZamoscHrubieszowsk,LdLodzWSSEMWodna40,MpKrakowWIOSAKra6117,MzWarszKrucza,PdLomzaKopernika16,PdSuwPulaski,WpPila5710111,ZpSzczWSSESped6
Wskaźnik,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10,PM10
Czas uśredniania,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g,24g
11/13/2002 0:00,8,39.1,59.6,40.2,,13,9.7,27,27.1,,58,135,32.9,15.5,70.3,81,
11/14/2002 0:00,14,60.6,,,23,,,43,42.4,44.2,54,206.5,25.6,,,,8
11/15/2002 0:00,17,61.2,30.3,,24,11,16.2,30,34.9,37.5,79,184.9,76.8,30,69.5,,
11/16/2002 0:00,25,83.8,,,,,,30,39.7,53.9,51,102.8,36.6,,,36,
11/17/2002 0:00,7,26.3,91.4,,,12,10.8,20,30.6,,,46.6,16.5,27.8,52.8,,
11/18/2002 0:00,8,51.9,,,16,,,73,39.7,,58,76,31.1,,,,4
11/19/2002 0:00,10,16.4,27.2,31.6,6,25,13.2,53,56.1,,52,123.5,40.2,38.6,45.7,40,4
11/20/2002 0:00,4,61.1,,,4,,,32,25.4,,35,48,95.1,,,60,4
11/21/2002 0:00,13,76.1,33,52.9,16,16,10.7,55,35.5,,48,109.2,40.2,33,101.2,15,15
11/22/2002 0:00,11,72,,,17,,,75,56.6,73.2,56,123,98.8,,,,
11/23/2002 0:00,6,21.1,49.5,,,15,9.1,57,59.8,48.5,50,43.4,47.6,23,84.9,102,
11/24/2002 0:00,6,48.5,,,,,,45,34.3,34.5,,66.6,31.1,,,,
11/25/2002 0:00,12,53.2,29.8,62.5,13,6,7.7,33,31.1,,30,111.2,23.8,23,57.3,104,4
11/26/2002 0:00,10,52.7,,,15,,,34,37.5,,53,123.8,25.6,,,94,
11/27/2002 0:00,6,34,22.7,37.7,6,12,10.5,52,39.7,,38,92.4,27.4,17.1,58.6,46,
11/28/2002 0:00,7,88.2,,,16,,,43,,,38,,14.6,,,72,
11/29/2002 0:00,10,69.8,26.4,,9,6,7.7,43,,,38,88.3,31.1,28.8,33.1,,
11/30/2002 0:00,7,22.8,,,,13,,18,,,16,,45.7,,,28,
12/1/2002 0:00,4,45,39.3,,,6,12.7,24,,,,,16.5,47.3,38.6,,
12/2/2002 0:00,6,56,,,8,,,30,,31.3,33,80,49.4,,,,
12/3/2002 0:00,15,28,46.2,,5,13,10.8,39,,39.5,42,50,25.6,95,49.5,75,
12/4/2002 0:00,12,36.5,,,7,,,53,,49.3,48,79,34.8,,,,
12/5/2002 0:00,17,39.4,45.8,,8,6,15.2,29,,,47,53,38.4,89.2,52.4,65,
12/6/2002 0:00,12,40.8,,,6,,,42,,,36,42,71.3,,,,
12/7/2002 0:00,15,41.8,36.1,,,6,9.6,30,,,24,61,34.8,52.2,55.4,57,
12/8/2002 0:00,16,26.5,,,,,,32,,,,52,45.7,,,,
12/9/2002 0:00,11,69.1,59.2,,32,95,8.3,111,,,72,79,53,431.2,114,141,
12/10/2002 0:00,31,188.3,,,33,,,151,,,104,138,109.7,,,225,15
12/11/2002 0:00,53,200.8,61.8,,14,62,15.5,181,,,114,204,171.9,230.7,61,176,11
12/12/2002 0:00,44,161.3,,,28,,,199,,284.8,122,213,173.8,,,132,11
12/13/2002 0:00,34,115.3,133.3,,37,67,14.2,152,,256.8,98,247,215.8,194.1,63.9,,17
12/14/2002 0:00,22,95.6,,,,,,81,,161.2,52,160,104.3,,,129,
12/15/2002 0:00,33,100.5,36,,,12,7.8,41,,,,87,31.1,73.8,55.4,,
12/16/2002 0:00,20,61.4,,,22,,,51,98.7,,49,83,45.7,,,100,6
12/17/2002 0:00,6,45.6,69.9,,35,15,8.8,56,,,76,133,64,89.2,80.7,123,
12/18/2002 0:00,10,23.4,,,8,,,64,,,55,66,73.2,,,60,11
12/19/2002 0:00,4,66,59.3,,12,40,8.4,57,,,52,65,62.2,112.6,99.2,80,10
12/20/2002 0:00,9,,,,18,,,59,49.1,,70,219,54.9,,,11,
12/21/2002 0:00,9,,49.5,,,27,13,55,48.6,,57,138,80.5,83.4,,,
12/22/2002 0:00,8,,,,,,,70,47.4,,,56,29.3,,,,
12/23/2002 0:00,17,,136.5,,38,51,9.6,62,29.8,,74,69,56.7,161.1,56.6,117,
12/24/2002 0:00,22,,,,50,,,134,101.6,,118,116,113.4,,,,
12/25/2002 0:00,34,,88.7,,26,,13.7,116,88.4,,,151,51.2,111.2,90.4,132,
12/26/2002 0:00,6,,,,38,,,61,7.3,,,268,157.1,,,,
12/27/2002 0:00,5,,79.4,,16,27,15.8,36,0.6,,75,358,82.2,14.5,217.5,,
12/28/2002 0:00,13,,,,,,,69,0.6,,65,199,56.7,,,,
12/29/2002 0:00,16,,36.3,,,30,12.5,49,0.6,,,137,64,26.3,110.7,,
12/30/2002 0:00,5,,,,8,,,23,0.6,,25,73,29.3,,,36,
12/31/2002 0:00,12,,,,9,,8.4,95,0.6,,,38,58.5,78.8,60.9,,
